DATE,NAME,PROD_PRESS,ACT_LIQ_VOL,ACT_OIL_VOL,ACT_WATER_VOL
10.17.2020,P4,915,1725.085999,384.824646,1340.261353
11.02.2020,P4,915,1774.074524,390.4065552,1383.667969
12.02.2020,P4,915,2609.394073,502.8262024,2106.567871
01.02.2021,P4,915,2399.954712,411.3288574,1988.625854
02.02.2021,P4,915,1927.038116,321.5111389,1605.526978
03.02.2021,P4,915,1831.401947,298.3455505,1533.056396
04.02.2021,P4,915,1657.956696,271.3482971,1386.608398
05.02.2021,P4,915,1779.668793,282.2142029,1497.45459
06.02.2021,P4,915,1597.056885,244.253418,1352.803467
07.02.2021,P4,915,1536.425873,229.9787292,1306.447144
08.02.2021,P4,915,1585.687698,231.4264679,1354.26123
09.02.2021,P4,915,1860.479828,257.891571,1602.588257
10.02.2021,P4,915,1765.581299,239.9378662,1525.643433
11.02.2021,P4,915,1808.614655,232.122467,1576.492188
12.02.2021,P4,915,1829.52092,216.3297577,1613.191162
01.02.2022,P4,915,2145.802109,219.2554779,1926.546631
02.02.2022,P4,915,1746.048447,162.543808,1583.504639
03.02.2022,P4,915,1608.848831,142.1160431,1466.732788
04.02.2022,P4,915,1513.43,123.9702835,1389.459717
05.02.2022,P4,915,1545.912491,125.0999908,1420.8125
06.02.2022,P4,915,1644.579132,129.3460999,1515.233032
07.02.2022,P4,915,1711.917992,124.1205063,1587.797485
08.02.2022,P4,915,1888.436569,129.1018524,1759.334717
09.02.2022,P4,915,1881.893501,124.1601028,1757.733398
10.02.2022,P4,915,1830.800705,118.7784882,1712.022217
11.02.2022,P4,915,1702.729599,111.4399261,1591.289673
12.02.2022,P4,915,1795.802589,111.3937759,1684.408813
01.02.2023,P4,915,1843.071083,107.4703751,1735.600708
02.02.2023,P4,915,1895.752502,105.5125122,1790.23999
03.02.2023,P4,915,2018.241501,112.1736298,1906.067871
04.02.2023,P4,915,2087.685043,111.5779877,1976.107056
05.02.2023,P4,915,2160.161362,107.7961273,2052.365234
06.02.2023,P4,915,2183.016891,105.0176239,2077.999268
07.02.2023,P4,915,2391.450302,103.7195892,2287.730713
08.02.2023,P4,915,2393.59803,95.36487579,2298.233154
09.02.2023,P4,915,2300.610878,86.01004791,2214.60083
10.02.2023,P4,915,2369.130074,81.2848587,2287.845215
11.02.2023,P4,915,2365.25515,76.83083344,2288.424316
12.02.2023,P4,915,2444.385414,74.59610748,2369.789307
01.02.2024,P4,915,2566.384109,75.29890442,2491.085205
02.02.2024,P4,915,2417.939041,66.11750793,2351.821533
03.02.2024,P4,915,2232.538601,59.64455795,2172.894043
04.01.2024,P4,915,2439.201073,60.3844223,2378.81665
